age,job,marital,education,balance,housing,loan,day,month
46,entrepreneur,married,secondary,0,no,yes,18,jul
36,admin.,single,secondary,449,yes,no,20,jun
30,technician,single,secondary,4787,yes,no,18,nov
33,management,single,tertiary,1240,yes,no,4,feb
36,admin.,single,secondary,191,yes,no,25,jul
44,blue-collar,married,tertiary,2185,yes,no,16,may
36,admin.,single,secondary,0,yes,no,21,nov
44,technician,married,secondary,2857,no,no,5,aug
70,retired,married,primary,3782,no,no,16,mar
48,technician,divorced,tertiary,83,no,yes,19,aug
52,management,married,tertiary,6,no,no,19,oct
34,admin.,single,secondary,88,yes,no,27,may
35,technician,married,secondary,294,yes,no,15,jun
54,entrepreneur,married,tertiary,84,no,no,29,jul
47,technician,divorced,secondary,84,no,no,8,aug
38,blue-collar,married,secondary,602,yes,no,30,may
41,management,divorced,secondary,0,no,no,6,aug
28,blue-collar,married,secondary,-470,yes,no,7,may
58,services,married,secondary,-37,no,yes,6,feb
59,admin.,married,secondary,2145,no,no,17,nov
32,management,married,tertiary,937,no,no,26,may
55,blue-collar,married,secondary,2059,yes,no,11,may
38,blue-collar,married,secondary,3598,no,no,6,jun
40,blue-collar,married,primary,1206,no,yes,16,jul
45,entrepreneur,divorced,tertiary,1273,yes,yes,20,nov
42,entrepreneur,married,secondary,46,no,no,2,feb
53,self-employed,married,secondary,534,yes,no,29,jul
32,technician,married,secondary,-300,no,no,28,aug
55,housemaid,married,primary,4,no,no,21,nov
54,services,married,unknown,386,no,yes,19,nov
46,blue-collar,married,secondary,-396,no,yes,4,aug
39,management,married,tertiary,0,yes,no,11,may
36,management,divorced,tertiary,14930,no,no,23,jul
44,management,married,tertiary,-600,yes,no,18,aug
28,student,single,tertiary,3733,yes,no,21,aug
36,admin.,married,secondary,465,yes,no,20,may
43,technician,married,secondary,994,yes,yes,5,may
25,blue-collar,married,secondary,758,yes,no,28,may
31,management,married,tertiary,256,yes,no,7,jul
60,retired,married,tertiary,3461,no,no,3,feb
29,technician,divorced,secondary,124,no,no,27,may
46,services,divorced,secondary,355,yes,no,8,may
31,management,married,tertiary,1514,no,no,12,aug
31,management,married,tertiary,40,no,no,2,feb
45,blue-collar,married,unknown,-320,yes,no,28,may
60,retired,married,primary,566,no,yes,23,jul
50,housemaid,married,secondary,388,no,no,8,jun
34,management,married,tertiary,577,yes,no,20,apr
33,admin.,married,secondary,17,yes,no,13,may
57,housemaid,married,primary,260,yes,no,16,may
38,self-employed,divorced,secondary,0,yes,no,20,apr
42,management,married,tertiary,1823,yes,no,13,may
54,self-employed,married,primary,1463,no,no,20,jun
46,services,divorced,unknown,3390,no,no,20,jun
59,management,married,primary,2769,yes,no,19,nov
38,self-employed,married,secondary,215,yes,no,20,nov
49,technician,married,secondary,12531,no,no,13,aug
49,technician,married,tertiary,80,no,no,17,jul
30,technician,divorced,tertiary,317,yes,no,25,jul
52,self-employed,single,primary,217,no,yes,15,jul
38,admin.,married,secondary,4874,no,no,6,jun
44,admin.,single,secondary,275,yes,no,14,may
39,management,married,primary,738,yes,yes,18,jul
38,admin.,married,secondary,1839,no,no,23,may
36,technician,divorced,secondary,556,yes,no,18,nov
32,services,married,secondary,207,yes,no,23,may
57,admin.,divorced,secondary,-461,yes,yes,4,jun
45,blue-collar,married,primary,789,no,yes,29,jan
43,management,divorced,tertiary,1133,yes,no,5,may
42,admin.,single,secondary,4253,yes,no,13,may
58,retired,married,secondary,255,no,no,28,may
53,unemployed,married,secondary,582,yes,no,8,may
30,technician,married,secondary,743,no,no,29,jan
40,blue-collar,married,primary,570,yes,no,12,may
35,admin.,married,secondary,786,no,yes,25,jul
34,services,married,secondary,295,yes,yes,4,jul
35,management,married,tertiary,2583,no,no,19,nov
28,blue-collar,single,secondary,1285,no,no,30,jan
39,technician,single,secondary,287,yes,no,14,jul
51,admin.,married,primary,658,yes,no,14,may
29,blue-collar,married,secondary,246,yes,no,28,jul
44,entrepreneur,married,tertiary,3463,yes,yes,28,aug
32,blue-collar,divorced,unknown,291,yes,yes,27,jun
28,admin.,single,secondary,19,no,no,8,jul
53,blue-collar,married,secondary,5700,yes,no,14,may
81,retired,divorced,unknown,0,no,no,16,oct
33,blue-collar,married,secondary,-346,yes,yes,23,may
37,entrepreneur,married,tertiary,-456,yes,yes,20,jun
37,technician,married,secondary,5953,no,no,5,aug
35,technician,single,secondary,1693,yes,no,26,may
30,admin.,married,secondary,350,no,yes,9,jul
43,blue-collar,married,primary,-181,yes,no,17,apr
45,retired,divorced,secondary,1735,no,yes,17,jun
34,blue-collar,married,secondary,157,yes,no,11,jul
40,admin.,married,secondary,67,no,yes,19,nov
60,admin.,married,primary,-444,no,yes,16,jul
54,self-employed,married,primary,0,no,yes,9,jul
39,blue-collar,married,secondary,171,yes,yes,8,may
44,admin.,married,secondary,262,yes,no,9,jul
32,technician,married,tertiary,0,yes,no,19,nov
34,blue-collar,married,secondary,965,yes,no,20,apr
44,management,married,tertiary,0,no,no,13,may
30,management,single,tertiary,6392,yes,no,5,may
47,unknown,married,unknown,194,no,no,4,aug
74,retired,divorced,primary,2308,no,no,16,sep
27,admin.,married,secondary,941,yes,no,11,jul
34,housemaid,divorced,primary,46,yes,no,11,jul
52,housemaid,divorced,secondary,131,yes,yes,11,may
32,services,married,secondary,1844,yes,yes,3,feb
42,admin.,married,secondary,281,yes,no,15,may
31,technician,single,secondary,109,yes,no,21,may
31,technician,divorced,secondary,268,no,no,16,may
31,admin.,married,secondary,298,yes,yes,26,may
57,entrepreneur,married,secondary,-525,no,yes,25,jul
40,management,married,primary,738,yes,yes,2,apr
23,blue-collar,married,secondary,94,yes,no,5,may
43,management,divorced,unknown,7702,no,no,1,sep
45,admin.,divorced,unknown,857,no,no,8,jul
58,technician,divorced,secondary,-354,yes,yes,7,jul
38,blue-collar,married,unknown,0,yes,no,2,apr
48,admin.,married,secondary,112,no,no,18,aug
47,technician,divorced,secondary,5735,no,no,19,jun
49,technician,divorced,tertiary,1807,yes,no,2,jun
28,blue-collar,single,primary,-30,yes,no,31,jul
31,student,single,secondary,216,no,no,3,jun
38,technician,married,tertiary,127,yes,no,14,oct
43,blue-collar,married,secondary,1096,no,yes,30,may
52,management,married,secondary,5193,no,no,23,apr
43,admin.,single,secondary,6,no,no,16,may
29,blue-collar,married,secondary,339,yes,no,15,may
45,services,married,secondary,0,no,no,11,jul
59,blue-collar,married,primary,625,no,no,9,jul
48,blue-collar,married,secondary,3776,no,no,4,may
30,management,married,tertiary,1239,no,no,28,aug
23,housemaid,single,primary,93,yes,no,18,may
38,technician,divorced,tertiary,304,yes,no,20,apr
52,blue-collar,married,primary,1409,yes,no,19,jun
44,services,married,secondary,191,yes,yes,7,may
34,blue-collar,single,secondary,79,no,yes,20,nov
32,blue-collar,married,secondary,2263,no,no,7,may
41,technician,married,secondary,10438,yes,no,15,jul
31,admin.,single,secondary,81,yes,no,23,apr
40,management,married,tertiary,964,yes,no,13,may
52,blue-collar,divorced,primary,0,no,no,20,nov
32,services,married,secondary,3839,yes,no,18,nov
26,admin.,single,secondary,586,yes,yes,12,may
29,management,single,tertiary,600,yes,no,18,oct
31,management,married,tertiary,1343,yes,yes,21,may
48,blue-collar,married,unknown,113,no,no,11,aug
27,blue-collar,single,secondary,240,yes,no,18,may
30,blue-collar,married,secondary,194,yes,no,8,may
28,blue-collar,married,primary,278,yes,yes,15,may
35,blue-collar,married,secondary,260,yes,no,13,may
47,technician,divorced,secondary,1013,no,no,15,jun
35,blue-collar,married,primary,0,yes,no,8,may
31,technician,married,secondary,2363,yes,no,13,may
53,blue-collar,married,secondary,913,yes,no,23,jul
26,technician,single,tertiary,686,yes,no,30,may
35,technician,married,secondary,149,yes,no,29,jan
29,admin.,married,secondary,500,yes,no,8,may
39,technician,married,tertiary,11766,yes,no,14,aug
31,technician,single,secondary,137,no,no,27,aug
48,management,single,tertiary,0,no,no,18,jun
36,management,single,tertiary,335,no,no,10,oct
27,admin.,married,secondary,16,yes,no,3,feb
49,admin.,married,secondary,0,no,no,22,aug
34,technician,single,tertiary,9851,yes,no,20,nov
28,services,single,secondary,525,no,no,23,jul
49,technician,married,secondary,788,no,no,17,jun
35,blue-collar,married,tertiary,1016,yes,no,17,jul
53,housemaid,divorced,secondary,292,no,no,12,jun
58,retired,single,primary,999,no,no,25,jul
37,blue-collar,married,secondary,2870,yes,no,6,jun
27,admin.,single,tertiary,689,no,no,26,jan
30,services,single,secondary,-100,yes,yes,15,may
35,blue-collar,married,unknown,1084,yes,no,10,jul
32,management,single,tertiary,154,no,yes,21,aug
53,blue-collar,married,secondary,1653,no,no,17,jun
34,admin.,married,secondary,2378,yes,yes,10,jul
38,management,single,tertiary,1515,yes,no,31,jul
34,admin.,married,tertiary,1636,yes,yes,6,sep
40,self-employed,married,secondary,1516,yes,yes,23,may
48,services,married,secondary,127,no,no,8,jul
30,management,single,tertiary,2876,no,no,6,aug
31,management,married,tertiary,1384,yes,no,30,jan
37,technician,single,secondary,228,yes,no,20,aug
32,technician,single,tertiary,2481,no,no,18,aug
40,blue-collar,married,secondary,475,yes,no,5,may
41,management,divorced,tertiary,1401,no,no,16,jun
52,technician,married,unknown,425,yes,no,28,jan
29,blue-collar,single,secondary,244,yes,no,15,may
49,management,married,tertiary,-6847,no,yes,21,jul
43,management,married,tertiary,0,no,no,27,aug
42,management,married,tertiary,386,yes,no,7,may
37,management,married,tertiary,332,yes,no,14,aug
57,services,divorced,primary,1367,no,no,9,jun
25,admin.,single,secondary,120,yes,no,3,jun
30,technician,single,secondary,19,yes,no,18,aug
31,admin.,married,secondary,3,yes,no,28,jul
49,blue-collar,married,primary,-98,yes,no,20,nov
47,blue-collar,married,secondary,303,no,no,11,jun
57,services,divorced,secondary,-752,yes,no,28,may
26,student,single,tertiary,97,no,no,27,aug
40,retired,married,tertiary,794,no,no,9,may
34,admin.,single,secondary,1880,yes,no,23,may
41,blue-collar,married,unknown,732,yes,no,16,may
53,management,married,tertiary,5261,no,yes,25,jul
26,admin.,single,secondary,712,yes,no,6,may
28,student,single,secondary,28,no,no,29,jan
54,retired,married,primary,0,yes,no,11,jul
42,technician,married,secondary,827,no,no,25,aug
29,student,single,secondary,110,yes,no,7,may
49,unemployed,married,tertiary,377,no,no,22,may
32,services,married,secondary,-344,no,yes,4,feb
29,admin.,single,tertiary,261,no,no,17,mar
60,blue-collar,married,unknown,104,yes,no,5,may
51,retired,married,primary,610,no,no,9,jun
40,housemaid,divorced,secondary,4328,no,no,20,aug
44,blue-collar,married,tertiary,1371,no,no,13,may
47,blue-collar,married,primary,193,yes,no,29,aug
32,blue-collar,single,unknown,258,yes,no,18,may
43,blue-collar,married,primary,56,no,no,12,may
59,retired,married,secondary,136,no,no,6,aug
24,blue-collar,married,secondary,1222,yes,no,20,apr
26,admin.,single,tertiary,3672,yes,no,29,may
37,blue-collar,single,unknown,2188,no,no,16,may
27,management,single,secondary,924,yes,no,3,feb
32,technician,married,secondary,11431,no,no,12,aug
44,blue-collar,married,primary,140,yes,no,15,may
34,technician,divorced,secondary,27,yes,no,26,may
39,management,married,tertiary,-468,yes,yes,8,aug
30,services,single,secondary,438,yes,no,18,may
44,admin.,divorced,secondary,-43,yes,yes,20,apr
22,student,single,tertiary,1161,no,yes,16,jun
28,services,single,secondary,458,no,no,4,feb
41,blue-collar,married,primary,-441,yes,no,5,may
30,technician,married,secondary,2278,no,yes,19,nov
36,technician,single,secondary,0,no,no,28,aug
39,services,married,secondary,702,yes,no,8,apr
38,technician,single,tertiary,69,yes,no,13,may
31,services,married,secondary,182,no,no,20,aug
29,management,married,tertiary,318,yes,no,18,may
42,blue-collar,married,primary,-181,yes,no,15,may
27,technician,single,secondary,261,yes,no,29,jan
55,services,married,secondary,244,yes,no,8,may
28,technician,married,secondary,880,yes,no,26,may
47,technician,married,secondary,2283,yes,no,21,nov
49,technician,married,secondary,550,yes,no,5,jun
38,entrepreneur,married,tertiary,7752,yes,no,15,jul
53,technician,married,secondary,6,yes,no,5,may
31,blue-collar,married,secondary,4471,yes,no,9,may
57,housemaid,married,primary,1969,no,no,14,aug
36,management,single,tertiary,219,no,no,3,feb
38,management,married,tertiary,76,yes,no,20,apr
30,admin.,single,secondary,60,no,no,29,jan
36,management,single,tertiary,8,no,no,29,jul
29,services,married,secondary,19,yes,no,29,jul
32,admin.,married,secondary,20011,no,no,20,apr
48,unemployed,married,primary,608,no,no,30,jul
53,retired,married,primary,1068,no,no,28,jan
35,technician,married,tertiary,-269,yes,yes,14,may
48,management,married,tertiary,494,no,no,29,aug
31,entrepreneur,single,secondary,159,yes,no,21,nov
30,technician,single,secondary,-754,yes,yes,26,may
28,admin.,married,secondary,157,yes,yes,28,jul
42,management,married,tertiary,2110,no,yes,31,jul
31,housemaid,married,primary,2603,yes,no,18,nov
36,management,single,secondary,992,no,no,6,jun
43,technician,single,secondary,593,yes,no,5,may
28,student,married,tertiary,327,yes,no,15,may
34,management,single,tertiary,6766,no,no,28,aug
36,technician,married,secondary,432,yes,yes,4,aug
28,admin.,single,secondary,25,yes,no,5,jun
34,blue-collar,married,primary,5299,yes,no,26,jun
53,admin.,single,secondary,291,no,no,23,jul
52,self-employed,married,secondary,517,no,no,26,aug
44,unemployed,married,primary,97,yes,no,5,jun
58,self-employed,married,tertiary,1636,no,no,15,apr
47,admin.,married,secondary,996,no,no,29,aug
40,blue-collar,single,secondary,0,yes,no,27,may
39,management,married,tertiary,710,yes,no,11,jul
33,self-employed,single,tertiary,1049,no,no,4,may
23,student,single,secondary,556,yes,no,15,may
31,services,single,secondary,629,yes,no,21,may
39,blue-collar,married,primary,186,yes,no,16,may
42,management,divorced,tertiary,0,no,no,19,may
46,admin.,married,secondary,1264,no,no,28,jan
22,student,single,secondary,64,no,no,4,jun
50,technician,married,secondary,2497,yes,no,21,nov
50,technician,single,secondary,-97,yes,no,8,apr
34,management,married,tertiary,161,yes,no,11,jul
40,admin.,married,secondary,732,no,no,9,sep
39,blue-collar,married,secondary,94,yes,yes,19,nov
51,blue-collar,married,tertiary,2404,yes,no,20,nov
45,management,married,secondary,21,yes,no,3,jun
34,technician,single,tertiary,2658,yes,no,31,mar
30,self-employed,married,secondary,131,yes,no,8,may
57,unemployed,married,primary,0,yes,no,20,nov
42,blue-collar,married,secondary,351,yes,no,16,may
51,technician,married,secondary,564,no,yes,8,jul
38,blue-collar,married,primary,2240,yes,no,19,nov
60,self-employed,married,primary,46,yes,no,6,may
38,blue-collar,married,primary,132,yes,no,14,may
37,retired,married,secondary,71,no,yes,8,may
34,management,single,tertiary,0,yes,yes,26,may
39,housemaid,married,primary,267,no,no,9,jun
55,services,married,secondary,841,yes,no,15,may
48,blue-collar,married,primary,51,no,yes,9,jul
42,blue-collar,married,primary,7735,yes,no,13,apr
29,housemaid,married,primary,417,no,no,23,jul
33,blue-collar,single,secondary,-14,yes,no,14,may
35,blue-collar,married,primary,2490,yes,no,18,may
28,admin.,married,secondary,0,yes,no,7,may
26,blue-collar,single,secondary,184,no,no,3,feb
40,services,single,secondary,19343,yes,no,21,nov
42,admin.,married,secondary,947,no,no,30,jul
49,blue-collar,married,secondary,90,yes,no,7,may
32,admin.,single,secondary,10218,yes,no,19,nov
33,technician,married,secondary,72,yes,no,6,may
30,technician,single,secondary,120,yes,no,18,may
20,student,single,secondary,130,no,no,4,may
51,blue-collar,married,unknown,41,yes,no,9,jul
38,blue-collar,single,primary,0,yes,no,7,may
53,technician,married,tertiary,673,yes,no,9,jul
34,blue-collar,divorced,secondary,-131,yes,no,7,may
30,blue-collar,married,primary,2607,yes,no,28,may
36,unemployed,divorced,secondary,5,yes,no,8,jul
36,management,married,tertiary,23,no,no,26,aug
39,blue-collar,married,secondary,180,yes,no,16,apr
33,technician,single,tertiary,68,no,no,14,aug
42,management,married,tertiary,0,no,no,13,aug
30,management,single,tertiary,565,yes,no,26,oct
23,technician,single,secondary,598,no,no,30,apr
37,technician,single,tertiary,1609,no,yes,20,jun
77,retired,married,tertiary,1047,no,no,30,jun
33,technician,married,tertiary,5641,no,no,18,aug
33,blue-collar,single,primary,557,yes,no,17,apr
40,blue-collar,single,secondary,1066,yes,no,21,may
58,retired,married,secondary,35,no,no,29,jul
29,management,single,tertiary,54,yes,yes,26,may
43,management,single,tertiary,1806,yes,no,12,aug
34,blue-collar,single,secondary,39,no,no,13,may
38,admin.,divorced,secondary,0,yes,no,21,jul
38,admin.,divorced,secondary,930,yes,no,5,may
40,blue-collar,married,primary,0,no,no,24,jul
59,management,married,tertiary,2764,no,no,18,feb
44,admin.,single,secondary,4492,no,yes,31,jul
60,retired,divorced,tertiary,2166,no,no,20,jun
37,management,single,tertiary,0,no,no,20,oct
50,admin.,married,secondary,1575,no,no,17,nov
50,management,divorced,tertiary,201,yes,no,24,jul
35,admin.,married,tertiary,318,yes,yes,1,oct
39,management,single,tertiary,1682,yes,no,19,nov
29,self-employed,married,tertiary,242,yes,no,18,jul
34,management,divorced,secondary,291,no,no,7,aug
31,technician,divorced,secondary,304,no,no,2,feb
51,housemaid,married,primary,108,no,no,16,jun
46,blue-collar,married,primary,1303,no,no,4,aug
27,admin.,single,secondary,292,yes,no,12,may
61,retired,married,secondary,89,no,no,28,oct
34,admin.,married,tertiary,788,yes,no,5,feb
30,blue-collar,single,secondary,573,yes,no,12,may
58,management,married,tertiary,1318,no,no,16,jul
30,technician,single,secondary,151,no,no,3,feb
50,blue-collar,married,primary,-37,yes,no,12,may
30,blue-collar,single,secondary,522,no,no,6,feb
43,entrepreneur,married,primary,2315,yes,yes,14,may
35,services,divorced,secondary,-718,yes,no,21,nov
36,management,single,tertiary,4,yes,no,7,jul
46,entrepreneur,married,tertiary,-43,no,no,12,may
46,admin.,single,secondary,596,yes,no,20,apr
29,unemployed,single,secondary,670,yes,no,26,sep
48,blue-collar,married,primary,430,no,no,14,may
50,management,divorced,tertiary,60,no,no,19,aug
53,admin.,divorced,secondary,0,yes,yes,30,apr
38,entrepreneur,married,tertiary,678,no,yes,18,nov
27,management,married,tertiary,159,yes,no,25,jul
36,technician,married,secondary,1345,yes,no,18,nov
48,services,married,primary,483,no,no,6,aug
59,unknown,married,unknown,2443,no,no,20,jun
21,student,single,tertiary,1258,no,no,7,jul
56,retired,divorced,secondary,389,yes,no,18,jun
57,admin.,divorced,secondary,0,no,no,9,sep
41,blue-collar,married,secondary,2067,yes,no,20,jun
36,management,married,tertiary,332,yes,no,22,may
45,management,married,tertiary,80,no,yes,19,nov
40,housemaid,married,secondary,84,yes,yes,12,jun
30,admin.,single,secondary,2702,yes,no,24,jul
75,retired,divorced,primary,37127,no,no,11,feb
35,technician,single,tertiary,0,yes,no,28,aug
58,admin.,married,secondary,1813,yes,no,17,jul
29,technician,single,secondary,1612,yes,no,26,may
54,technician,single,secondary,198,yes,yes,17,nov
28,blue-collar,single,secondary,1106,yes,no,17,apr
33,student,single,unknown,2321,no,no,15,apr
56,admin.,married,secondary,33,no,yes,19,nov
50,management,married,tertiary,101,yes,no,15,may
37,technician,single,secondary,-59,yes,no,22,jul
49,services,married,secondary,486,yes,yes,30,may
54,retired,married,primary,136,yes,no,3,apr
40,management,married,tertiary,193,no,no,18,aug
33,technician,married,secondary,5083,no,no,27,oct
48,management,married,unknown,0,yes,no,8,may
43,management,married,tertiary,8,no,no,11,aug
35,blue-collar,single,primary,21,yes,no,27,may
55,technician,married,secondary,570,no,no,27,aug
33,management,married,tertiary,644,yes,yes,3,feb
41,technician,single,tertiary,1104,no,no,9,jun
57,blue-collar,married,secondary,6004,yes,no,12,aug
50,self-employed,married,tertiary,1503,no,no,27,aug
63,technician,married,secondary,896,yes,no,28,jan
33,technician,single,secondary,177,yes,no,23,may
47,blue-collar,married,secondary,665,no,no,18,aug
36,services,married,secondary,380,yes,no,20,may
23,student,single,secondary,151,yes,no,9,may
33,technician,single,tertiary,179,yes,no,18,nov
36,management,married,tertiary,4,no,yes,29,jul
47,blue-collar,married,secondary,116,yes,no,8,may
39,management,married,tertiary,0,no,no,28,aug
44,blue-collar,divorced,primary,-57,yes,no,7,may
60,retired,married,primary,894,yes,no,15,may
42,management,married,tertiary,478,no,yes,8,jul
32,technician,single,secondary,10,no,no,19,aug
33,admin.,married,secondary,30,yes,no,5,may
37,management,married,tertiary,578,yes,no,8,aug
33,management,single,tertiary,2360,yes,no,20,nov
59,retired,married,primary,-47,yes,no,27,aug
42,technician,married,tertiary,-805,no,no,8,aug
59,management,married,tertiary,782,no,yes,13,aug
31,technician,single,secondary,1282,no,no,12,may
50,self-employed,single,secondary,766,yes,no,7,may
29,blue-collar,single,secondary,348,yes,no,9,may
36,entrepreneur,single,secondary,296,no,no,18,nov
33,services,married,primary,908,yes,yes,14,jul
38,admin.,divorced,secondary,0,no,no,5,jun
33,management,single,tertiary,5276,no,no,4,nov
36,entrepreneur,single,tertiary,658,yes,no,16,jun
36,management,single,tertiary,1089,yes,no,30,may
44,admin.,married,secondary,1042,yes,no,18,may
29,blue-collar,married,primary,544,no,yes,21,jul
44,blue-collar,married,primary,134,yes,no,7,may
55,management,married,tertiary,73,yes,no,5,may
38,blue-collar,single,secondary,13156,yes,no,17,apr
39,management,divorced,tertiary,30,no,yes,3,feb
45,blue-collar,married,primary,-66,yes,no,6,may
36,management,single,tertiary,1373,yes,no,20,may
36,management,married,tertiary,8564,yes,no,23,may
59,retired,divorced,primary,81,yes,no,5,may
41,admin.,married,tertiary,5426,yes,no,14,may
29,self-employed,single,tertiary,16,yes,no,6,may
50,management,single,tertiary,297,yes,no,5,may
51,blue-collar,divorced,secondary,734,yes,yes,5,may
29,management,single,tertiary,1514,yes,no,5,may
40,technician,single,secondary,153,no,no,7,aug
36,student,married,primary,3503,no,no,6,jun
49,technician,married,secondary,-849,yes,yes,27,may
45,technician,married,secondary,1441,yes,no,18,nov
40,management,married,tertiary,2487,no,no,30,apr
31,management,married,tertiary,927,no,no,18,aug
32,entrepreneur,married,tertiary,598,no,no,18,aug
44,admin.,married,secondary,345,yes,no,16,jul
27,blue-collar,married,secondary,197,no,no,23,jul
25,admin.,single,tertiary,220,no,no,26,may
56,services,married,secondary,9,no,yes,20,aug
59,retired,married,secondary,5678,yes,no,14,may
31,management,single,tertiary,0,no,no,25,aug
49,admin.,divorced,secondary,169,yes,no,30,may
50,blue-collar,divorced,primary,388,no,no,5,feb
42,unknown,single,unknown,61,no,no,20,jun
37,management,married,tertiary,7100,no,no,20,nov
36,blue-collar,single,secondary,219,yes,yes,11,may
53,blue-collar,married,secondary,-76,no,no,29,jan
51,blue-collar,married,unknown,1432,no,no,9,jul
42,blue-collar,married,secondary,879,yes,no,18,nov
47,housemaid,married,primary,0,yes,no,24,jul
40,self-employed,married,tertiary,1498,no,no,4,feb
25,blue-collar,single,secondary,543,yes,no,15,may
36,blue-collar,married,secondary,1797,yes,yes,17,nov
80,retired,married,primary,2994,no,no,6,aug
60,self-employed,married,secondary,1690,no,no,28,aug
51,management,married,secondary,1573,no,no,28,aug
59,housemaid,married,tertiary,0,no,yes,29,jul
80,retired,married,secondary,173,no,no,2,aug
47,admin.,married,unknown,989,no,no,19,jun
36,services,married,secondary,335,yes,no,9,may
31,blue-collar,single,unknown,17,yes,no,6,may
33,technician,married,secondary,-74,yes,no,25,jul
45,services,married,unknown,8319,no,no,15,jun
33,blue-collar,single,secondary,15341,no,no,20,apr
51,technician,married,secondary,52,no,no,13,aug
51,unemployed,divorced,secondary,-56,yes,no,19,nov
48,blue-collar,married,primary,1670,no,no,17,jun
34,technician,single,tertiary,370,no,no,11,aug
28,management,single,tertiary,466,yes,no,23,jul
33,technician,single,secondary,2583,no,no,25,may
36,services,married,secondary,1177,yes,yes,3,feb
40,self-employed,married,secondary,311,yes,no,20,may
34,entrepreneur,married,tertiary,842,yes,no,6,may
31,technician,single,tertiary,2744,yes,no,8,aug
49,technician,married,tertiary,503,no,no,1,jul
35,management,single,tertiary,62,yes,no,5,may
38,management,single,tertiary,4841,no,no,22,may
32,technician,married,secondary,253,yes,no,21,nov
33,blue-collar,married,secondary,842,no,no,29,aug
39,admin.,married,unknown,378,no,no,20,jun
30,services,married,secondary,637,yes,no,15,may
53,admin.,divorced,secondary,-372,yes,no,26,may
24,technician,single,secondary,135,yes,yes,18,may
52,entrepreneur,divorced,secondary,7,no,no,24,jul
27,management,single,tertiary,446,no,no,23,jun
36,admin.,single,secondary,1328,no,no,30,jul
29,admin.,married,secondary,252,yes,no,15,may
47,blue-collar,married,secondary,125,no,no,8,jul
43,blue-collar,married,secondary,1324,yes,no,12,may
48,management,divorced,tertiary,-244,yes,no,5,may
57,entrepreneur,married,unknown,657,no,no,12,jun
25,management,single,tertiary,2140,no,no,1,oct
43,services,divorced,secondary,5571,no,no,9,jun
50,technician,married,secondary,103,yes,no,12,may
54,technician,divorced,tertiary,2133,no,no,18,nov
38,services,married,secondary,8876,no,no,19,nov
41,housemaid,divorced,primary,22,yes,no,18,nov
35,admin.,married,secondary,3854,yes,no,5,may
33,management,married,tertiary,32,no,no,29,aug
51,technician,married,secondary,337,yes,no,20,aug
29,blue-collar,single,secondary,228,no,no,5,feb
34,blue-collar,divorced,secondary,1125,yes,yes,19,nov
51,management,married,tertiary,1612,yes,no,18,nov
58,housemaid,married,primary,1310,yes,yes,22,jul
50,services,divorced,secondary,-210,no,yes,21,aug
38,housemaid,married,secondary,0,yes,no,23,jul
57,entrepreneur,married,unknown,975,yes,yes,22,jul
49,services,married,tertiary,306,yes,no,18,aug
42,blue-collar,married,primary,170,yes,no,19,may
33,technician,single,tertiary,154,no,no,18,mar
34,self-employed,married,tertiary,1972,yes,no,23,jul
36,admin.,single,tertiary,994,no,no,13,aug
60,retired,divorced,tertiary,380,no,no,21,jul
37,services,single,secondary,54,yes,no,10,jul
41,blue-collar,married,primary,512,yes,no,6,may
36,management,single,tertiary,1027,yes,no,4,jun
56,unemployed,divorced,primary,1770,no,no,5,feb
34,management,married,tertiary,13,yes,no,30,jul
33,unemployed,married,secondary,438,yes,yes,21,may
29,blue-collar,married,secondary,162,yes,no,15,jul
43,management,married,tertiary,-183,no,no,24,jul
29,management,single,unknown,698,no,no,8,feb
36,admin.,married,secondary,165,yes,no,23,may
33,technician,single,secondary,3499,yes,no,11,may
39,management,married,tertiary,378,yes,yes,5,may
26,technician,single,secondary,855,yes,no,28,may
41,technician,single,secondary,32,yes,no,7,may
36,unemployed,divorced,primary,0,no,no,4,jul
31,management,single,tertiary,0,no,no,25,aug
34,blue-collar,married,secondary,2994,yes,no,15,may
28,blue-collar,married,secondary,1238,yes,no,14,may
47,services,married,secondary,1717,no,no,20,aug
41,admin.,single,secondary,224,yes,no,12,may
39,technician,single,secondary,1048,yes,yes,8,apr
53,admin.,divorced,secondary,592,yes,no,13,may
45,self-employed,married,secondary,396,no,no,28,aug
30,services,single,secondary,268,no,no,24,jul
39,services,married,secondary,0,yes,no,8,may
30,self-employed,single,secondary,5223,no,no,14,oct
32,admin.,divorced,secondary,1611,yes,yes,13,may
66,retired,married,secondary,780,no,no,12,feb
26,blue-collar,married,primary,399,yes,no,22,jul
30,services,single,secondary,1649,yes,no,23,may
42,services,single,unknown,974,no,no,30,jul
44,management,married,tertiary,22,yes,no,6,aug
38,services,married,secondary,507,yes,no,17,apr
31,technician,divorced,secondary,10787,yes,no,4,jun
34,technician,married,secondary,-259,yes,no,27,may
42,blue-collar,married,secondary,414,yes,no,17,apr
34,admin.,divorced,secondary,67,yes,no,6,may
31,blue-collar,single,tertiary,328,yes,no,14,may
30,technician,married,secondary,4,yes,no,8,may
31,management,single,tertiary,471,no,no,29,aug
47,blue-collar,married,primary,3038,yes,no,14,jul
52,blue-collar,married,secondary,2276,no,no,20,jun
31,blue-collar,married,primary,-848,yes,no,23,may
51,admin.,married,secondary,2662,no,no,28,jan
